0,RP-XXX-RAF,HP-FEE-RAF
0.166666666666667,RP-XXX-RAF,HP-FEE-RAF
0.333333333333333,RP-XXX-RAF,HP-FEE-RAF
0.5,RP-XXX-RAF,HP-FEE-RAF
0.666666666666667,RP-XXX-RAF,HP-FEE-RAF
0.833333333333333,RP-XXX-RAF,HP-FEE-RAF
1,RP-XXX-RAF,HP-FEE-RAF
1.16666666666667,RP-XXX-RAF,HP-FEE-RAF
1.33333333333333,RP-XXX-RAF,HP-FEE-RAF
1.5,RP-XXX-RAF,HP-FEE-RAF
1.66666666666667,RP-XXX-RAF,HP-FEE-RAF
1.83333333333333,RP-XXX-RAF,HP-FEE-RAF
2,RP-XXX-RAF,HP-FEE-RAF
2.16666666666667,RP-XXX-RAF,HP-FEE-RAF
2.33333333333333,RP-XXX-RAF,HP-FEE-RAF
2.5,RP-XXX-RAF,HP-FEE-RAF
2.66666666666667,RP-XXX-RAF,HP-FEE-RAF
2.83333333333333,RP-XXX-RAF,HP-FEE-RAF
3,RP-XXX-RAF,HP-FEE-RAF
3.16666666666667,RP-XXX-RAF,HP-FEE-RAF
3.33333333333333,RP-XXX-RAF,HP-FEE-RAF
3.5,RP-XXX-RAF,HP-FEE-RAF
3.66666666666667,RP-XXX-RAF,HP-FEE-RAF
3.83333333333333,RP-XXX-RAF,HP-FEE-RAF
4,RP-XXX-RAF,HP-FEE-RAF
4,RP-FEE-XXX,HP-FEE-RAF
4.04166666666667,RP-FEE-XXX,HP-FEE-RAF
4.08333333333333,RP-FEE-XXX,HP-FEE-RAF
4.125,RP-FEE-XXX,HP-FEE-RAF
4.16666666666667,RP-FEE-XXX,HP-FEE-RAF
4.20833333333333,RP-FEE-XXX,HP-FEE-RAF
4.25,RP-FEE-XXX,HP-FEE-RAF
4.29166666666667,RP-FEE-XXX,HP-FEE-RAF
4.33333333333333,RP-FEE-XXX,HP-FEE-RAF
4.375,RP-FEE-XXX,HP-FEE-RAF
4.41666666666667,RP-FEE-XXX,HP-FEE-RAF
4.45833333333333,RP-FEE-XXX,HP-FEE-RAF
4.5,RP-FEE-XXX,HP-FEE-RAF
4.54166666666667,RP-FEE-XXX,HP-FEE-RAF
4.58333333333333,RP-FEE-XXX,HP-FEE-RAF
