-110.11604604,0
-64.1354422713848,0
-55.1353123211627,0
-47.0960247520981,0
-40.0148274184862,0
-33.8990365075145,0
-28.6329913674075,0
-24.1398274780955,0
-20.3194360823148,0
-17.0946496005929,0
-14.3837730458262,0
-12.112138165703,0
-10.2137925064145,0
-8.6257026801437,0
-7.30174229188953,0
-6.19983032503088,0
-5.28344174704997,0
-4.52352220204579,0
-3.89625691948766,0
-3.37484760295473,0
-2.94498030470334,0
-2.58690412700793,0
-2.29040343575111,0
-2.04418368012621,0
-1.84122844533824,0
0,1.63490102078774
0,1.63173974630852
0,1.62858345691491
0,1.62543214483766
0,1.62228580231836
0,1.61914442161102
0,1.61600799498168
0,1.61287651470699
0,1.60974997307727
0,1.60662836239362
0,1.60351167496963
0,1.60039990313087
0,1.59729303921398
0,1.59419107556842
0,1.59109400455508
0,1.5880018185461
0,1.58491450992685
0,1.58183207109254
0,1.57875449445162
0,1.57568177242377
0,1.57261389744072
0,1.56955086194505
0,1.56649265839218
0,1.56343927924855
0,1.56039071699186
0.951033713884084,2.59557152667467
7.27092163047874,9.29609716972134
8.15611500199177,10.094349553776
8.25608914521768,10.052299711739
8.23601567205006,9.89324627192704
8.18645846243279,9.71483928282139
8.10803155324148,9.51685717654351
8.02777410204952,9.3278816174067
7.94552562435156,9.14690197773251
7.85656658054221,8.96793514235079
7.78808080326462,8.81977267825082
7.71348570815971,8.67267597813943
7.6580215360351,8.55340237976221
7.60659487971717,8.44481598984614
7.56425945784879,8.3517178246813
7.53335374087181,8.27647728492508
7.50201426841013,8.20535998820938
7.48618955329061,8.15498126608315
7.46674031854243,8.10431216308855
7.46141849464531,8.07205525999455
7.44536859833073,8.03141234026972
7.44512507168934,8.01075391469787
7.43720542309056,7.98419870449425
7.43847039177316,7.96946466872877
7.43325419151328,7.9497925822876
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
-0.151337210311569,0
-0.151335954504534,0
-0.151334701537668,0
-0.151333451364688,0
-0.151332203945475,0
-0.151330959235432,0
-0.151329717191758,0
