0,0,-0
0,0,-0
0,0,-0
0,0,-0
0,0,-0
0,0,-0
0,0,-0
0,0,-0
0,0,-0
0,0,-0
0,0,-0
0,0,-0
0,0,-0
0,0,-0
0,0,-0
0,0,-0
0,0,-0
0,0,-0
0,0,-0
0,0,-0
0,0,-0
0,0,-0
0,0,-0
0,0,-0
0,0,-0
68.0237965876709,0,66.883031870385
57.7827919287109,0,56.813769700477
50.3587345137432,0,49.5142143379997
44.7094266328549,0,43.9596458141789
40.2374300200692,0,39.5626449518203
36.5773362578811,0,35.9639312625799
33.4960025348664,0,32.9342717591373
30.8391944979281,0,30.3220186111454
28.5032425593083,0,28.0252407783787
26.4168012795199,0,25.9737892901917
24.530326632557,0,24.1189509779687
22.8090013049993,0,22.4264924175051
21.2278131304031,0,20.8718208984405
19.7688188832397,0,19.4372941046111
18.4182505486983,0,18.1093749119454
17.1655484559138,0,16.8776807361258
16.0021221504153,0,15.7337651853083
14.920834828856,0,14.6706111409242
13.9153203787368,0,13.681959250704
12.9799043985668,0,12.7622302733355
12.1094798727731,0,11.9064028383166
11.2993703645652,0,11.1098789330856
10.545268607957,0,10.3684235248608
9.84315449518174,0,9.67808392341263
9.1893126959225,0,9.03520710481889
11.5233981206868,0,11.3301496992793
11.5233919962799,0,11.3301436775791
11.5233859101921,0,11.3301376935556
11.5233797624502,0,11.3301316489118
11.5233737221096,0,11.3301257098681
11.5233678171049,0,11.3301199038909
11.5233618692713,0,11.330114055803
11.5233557835826,0,11.3301080721718
11.5233496378012,0,11.3301020294556
11.5233435089143,0,11.3300960033507
11.5233374095942,0,11.3300900063166
11.5233313252822,0,11.3300840240391
11.523325221805,0,11.3300780229177
11.5233189372144,0,11.3300718437202
11.5233127830335,0,11.3300657927454
11.5233064341541,0,11.3300595503372
11.5233003115183,0,11.3300535303786
11.5232940008154,0,11.3300473255067
11.523287922042,0,11.3300413486748
11.5232816647793,0,11.3300351963469
11.5232756054826,0,11.3300292386651
11.5232693816383,0,11.3300231191952
11.523263314152,0,11.3300171534611
11.5232571069704,0,11.3300110503745
11.5232510171326,0,11.3300050626638
11.5232510171326,0,11.3300050317049
11.5231422320886,0,11.3298980709949
