0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6868.305454725
0,-9.27819138783708,-14.4945418914478,-22.2180567132012,-28.8029681005973,-36.6702061109522,-43.7846147065995,-50.9744658291536,-58.475512271862,-65.7309458475255,-72.9075069088142,-80.0514461228543,-87.1760209366566,-94.30012095574,-101.409618647979,-108.490269935794,-115.528329307275,-122.512781581776,-129.435705824449,-136.29084359892,-143.072958399418,-149.777681243084,-156.40161067226,-162.942387638631,-169.398364724139,-176.404013578757
0,-5.68334742642757,-10.9871693468155,-17.0079649539896,-22.6596584917038,-28.3255903860874,-33.9733808610509,-39.6117789072364,-45.2402045693504,-50.8522132726883,-56.4475409267084,-62.026028411696,-67.5876434031163,-73.1301123126254,-78.6513051232835,-84.1484616734046,-89.6188791719947,-95.0600156043962,-100.469467574411,-105.844913649769,-111.184062504407,-116.48464045354,-121.744400776675,-126.961141254426,-132.132711058831,-137.67134709621
0,-4.4298587419677,-10.3921959468024,-13.4441651905606,-17.9453806626701,-22.4017229492013,-26.8759527647972,-31.3448631142226,-35.8044685515751,-40.2535025341353,-44.6852088056671,-49.1000365891323,-53.5052117550656,-57.901109851627,-62.2889761304163,-66.6662299708047,-71.0297118497572,-75.3765448828678,-79.704328172726,-84.0110359197592,-88.2947780795202,-92.5537159666012,-96.786091986203,-100.990332251343,-105.165073743185,-109.542415055836
0,-3.64249692753128,-5.67666841301309,-10.8487716641944,-14.4328715991346,-18.0703511022343,-21.6755365167756,-25.2729232510091,-28.8598776935351,-32.4452497417307,-36.0413198488516,-39.6498763059051,-43.2535348998641,-46.8420890549574,-50.4058151860441,-53.9450833620612,-57.4632641109421,-60.9636132862992,-64.4482588160486,-67.9183356677138,-71.3745758096118,-74.8175083219122,-78.2473546136358,-81.6637191480756,-85.065515915721,-88.464411530079
0,-2.7407476058088,-10.6888889617446,-8.73016523661736,-11.981090472203,-14.5049115696368,-17.3756105250098,-20.2616480227115,-23.1632558817715,-26.2956740702096,-29.6135437082562,-32.9939207351159,-36.2389535169413,-39.3526916239653,-42.302007643288,-45.1303591513452,-47.8846572098533,-50.600277619768,-53.2994743798063,-55.9952414560367,-58.6972365953835,-61.4138539194778,-64.1515091164619,-66.9123949054332,-69.6939205694123,-72.2722594983925
0,-2.49670958731068,-2.61946156594352,-7.3016882392981,-9.59304619290761,-12.181063045405,-14.6241161740407,-17.0586200729119,-19.4841362932684,-21.809973943146,-24.0338057024155,-26.1900199321558,-28.3872562328628,-30.643247508043,-32.9922522192831,-35.4104659683757,-37.8654181755256,-40.331556669799,-42.7931181557368,-45.2413340535655,-47.67025269962,-50.0750679142536,-52.4521836853883,-54.8001295690439,-57.1197306595201,-59.62755638583
0,-2.00785470036587,-4.49664388665341,-6.02650006446482,-8.01639375076815,-10.044606114646,-12.0532769963252,-14.0604400443726,-16.065153993453,-18.0537323452967,-19.9974308470439,-21.877857442892,-23.7466829935367,-25.6338938976479,-27.5764988126304,-29.5664177663887,-31.5827448029075,-33.6070977992775,-35.6279739449355,-37.6392340735503,-39.6372252815273,-41.6193364994937,-43.5837657683987,-45.5297184988296,-47.4577467036064,-49.5339603453071
0,-1.62024535517243,-5.44277571600015,-5.01045779399967,-6.78721567323716,-8.33239390317678,-9.98567044032016,-11.6427136555209,-13.3033585031412,-15.0525177186854,-16.8623575271808,-18.6674590030046,-20.4071610397617,-22.1013725536291,-23.763550476402,-25.4084573231932,-27.0412880107764,-28.6634170034493,-30.2760716143356,-31.8810773436003,-33.4812858881044,-35.0804947525972,-36.6823580202759,-38.2892194099453,-39.9014926695222,-41.3977854257852
0,-1.36080840711045,-4.64506225402723,-4.21271304081755,-5.70851164646143,-7.00541387577595,-8.39427141251102,-9.78546502103486,-11.1789561499613,-12.6545918593757,-14.1935005024361,-15.7260638251219,-17.1858274298692,-18.6004070835514,-20.0014078653767,-21.4033456546993,-22.8014730918195,-24.1873292438788,-25.556924815416,-26.9107070971964,-28.2525327888965,-29.5894063845057,-30.9286853160521,-32.2767748425977,-33.6361828947576,-34.7835639737463
0,-1.19269095297702,-2.09631457226915,-3.56418067197579,-4.75442056239991,-5.93051175081329,-7.10767200999223,-8.28097243503755,-9.45138663685655,-10.6479440573766,-11.8884725043663,-13.1412096807878,-14.3519267000613,-15.5366963256723,-16.7299152427935,-17.9383905319342,-19.1468816244799,-20.338539552354,-21.5051747620101,-22.6462474692114,-23.7665540990146,-24.8762744045356,-25.9866511983289,-27.1087675968072,-28.2476790965503,-29.3575082020977
0,-1.02208525698727,-1.67816141088929,-3.0245930967495,-4.00212658958964,-5.03684063323379,-6.03973287585038,-7.03734198208444,-8.03010101079113,-9.00812529720225,-9.99535101956655,-10.9956061817276,-11.9884115952571,-12.9772575057704,-13.9825733667117,-15.0034428683048,-16.0243748479256,-17.0303777626378,-18.0136762550311,-18.9729115491171,-19.9112225565426,-20.8366782113143,-21.7590452268665,-22.688684276155,-23.6310954867066,-24.8644143944114
0,-0.870563670563276,-1.71355386968363,-2.55602933152786,-3.34972292269922,-4.25930116067588,-5.11081019051677,-5.95643313461501,-6.79568008036405,-7.57180183861077,-8.30437527547709,-9.04641074109591,-9.83290978781399,-10.6457722040713,-11.4702795105904,-12.2945644747919,-13.1116195493602,-13.9185835793824,-14.713382263463,-15.4948989976702,-16.2627255309608,-17.0183561523126,-17.7650017902618,-18.5072522592659,-19.2485059986755,-21.1197025947884
0,-0.738460842582242,-1.5957587522037,-2.17231379730824,-2.84539810117755,-3.61773077490349,-4.34046206253121,-5.05811774290129,-5.76992399102626,-6.4119802255841,-6.98922437290349,-7.56242125179548,-8.19275896908544,-8.85757185961633,-9.52115285020731,-10.1667173275583,-10.7948871844708,-11.4151814363036,-12.0323730222015,-12.6473189318874,-13.2570435357316,-13.8571246183006,-14.4422716278438,-15.0092250454683,-15.5555395254174,-17.9854623376746
0,-0.61351551769618,-1.4406166938461,-1.83679458675752,-2.43966087269022,-3.04879682233201,-3.65145847898406,-4.25098658967073,-4.8469449604717,-5.40835890894264,-5.91473112654029,-6.39459725946696,-6.90649209300104,-7.43833312320936,-7.94505444733195,-8.41115374701668,-8.84527518016276,-9.27080140365571,-9.70118224635291,-10.1412806303617,-10.5864722790756,-11.026744929346,-11.4455012403876,-11.8285998738512,-12.1628236677965,-15.3383565055091
0,-0.517394673161854,-1.22991913924754,-1.56556917703729,-2.10202054254193,-2.59191585695153,-3.09887676419777,-3.60312498562306,-4.10480057882365,-4.60771916008962,-5.08510035240776,-5.53089023839339,-5.97559253788904,-6.41733369562085,-6.81796599112689,-7.16709840220451,-7.47324068899617,-7.76337213373958,-8.05415941626512,-8.35380563676146,-8.65817962542926,-8.95736689700125,-9.22694246713265,-9.44569366484907,-9.58688500883721,-13.1081532138409
0,-0.44330899381892,-0.870933031227242,-1.33857255275385,-1.8094530811072,-2.21168214710398,-2.63858821983346,-3.06137828198561,-3.48120742957004,-3.94845774919603,-4.45134756830101,-4.93597213578945,-5.36651451582795,-5.75577097800163,-6.09777048971649,-6.39382857222216,-6.6415908969125,-6.85786982662458,-7.05512479860064,-7.24383869668148,-7.4231508047395,-7.59082102484847,-7.71956504106379,-7.78655039581948,-7.74850438734778,-11.207234810663
0,-0.381843662135375,-0.638852806467741,-1.14977920331045,-1.55564800984223,-1.90053062540052,-2.26638552897432,-2.62756170742974,-2.98525244472166,-3.4076977553745,-3.90444323835398,-4.40679016618733,-4.83432666033182,-5.2029070069901,-5.53511620640553,-5.84319059199975,-6.11296393810277,-6.34341552877787,-6.53494000824432,-6.69387292475547,-6.81961676794238,-6.91977951610778,-6.96958943421265,-6.95240285375304,-6.81029091777261,-9.59849945851522
0,-0.3327438429032,-0.50657715324672,-0.98926419892655,-1.3169883135975,-1.64369375778765,-1.96588269975899,-2.28316163565713,-2.59562257081932,-2.95125150497594,-3.3937022883474,-3.88205253472541,-4.31443495455371,-4.69497791375845,-5.07372597829769,-5.47280954848945,-5.86277356206683,-6.21315566832244,-6.50193826120354,-6.72378922061846,-6.87557081357946,-6.97840997284117,-7.01778859053179,-6.99384955736114,-6.83777920199925,-8.22200530934465
0,-0.289671791010494,-0.438545885420808,-0.851952277229805,-1.11332482256049,-1.42370014865582,-1.70976585054922,-1.99219130482469,-2.26987673536899,-2.55405943366956,-2.9056697684452,-3.32880109474236,-3.73773236306769,-4.12387459895693,-4.55362079777438,-5.05739673241443,-5.59922928603055,-6.1233376606993,-6.58460601394301,-6.96091539623454,-7.24090706156608,-7.45464639272826,-7.60025542944341,-7.70176906089142,-7.68661246641383,-7.05221148994425
