0,-11.0116025523068,-22.0232051883561,-33.034807908148,-44.0464107116825,-55.0580135989595,-66.069616569979,-77.0812196247411,-88.0928227632458,-99.104425985493,-110.116029291483,-121.127632681215,-132.13923615469,-143.150839711907,-154.162443352867,-165.17404707757,-176.185650886015,-187.197254778203,-198.208858754133,-209.220462813806,-220.232066957222,-231.24367118438,-242.255275495281,-253.266879889924,-264.27848436831,-275.290088930438,-286.301693576309,-297.313298305923,-308.324903119279,-319.336508016378,-330.348112997219,-341.359718061803,-352.37132321013,-363.382928442199,-374.394533758011,-385.406139157566,-396.417744640863,-407.429350207903,-418.440955858685,-429.45256159321,-440.464167411478,-451.475773313488,-462.487379299241,-473.498985368737,-484.510591521975,-495.522197758956,-506.533804079679,-517.545410484145,-528.557016972354,-539.568623544306,-550.5802302
0,-2.42166962413618,-4.84333916285047,-7.26500884352908,-9.68667827131975,-12.1083477019917,-14.5300172017621,-16.9516864335463,-19.3733557918832,-21.795025404605,-24.2166944456272,-26.6383629351939,-29.0600338308789,-31.4817007804141,-33.9033696040607,-36.3250390227792,-38.7467058006676,-41.168377250246,-43.5900437778355,-46.0117174930468,-48.4333832745491,-50.8550536758636,-53.276721832691,-55.6983867142877,-58.1200595855429,-60.5417285743616,-62.9633984734392,-65.385062626007,-67.8067278520224,-70.2283951744735,-72.650074688567,-75.0717312004062,-77.493399040124,-79.9150688429595,-82.3367295952621,-84.7583925307003,-87.1800560937596,-89.6017359261987,-92.0233854284921,-94.4450648351334,-96.8667227579786,-99.2883866449884,-101.71006269094,-104.131716716081,-106.553371877748,-108.97505025278,-111.396663118343,-113.817803492221,-116.230732788368,-118.547765407968,-121.021436120954
0,-1.86770523583222,-3.73540950317296,-5.60311466924013,-7.47081919079675,-9.33852418954231,-11.2062292421319,-13.0739341469995,-14.9416385734274,-16.8093440167119,-18.6770485409056,-20.5447513992959,-22.4124576225135,-24.2801589856793,-26.1478625571902,-28.0155674841275,-29.8832676064677,-31.7509746795821,-33.6186692605421,-35.4863797322153,-37.3540776066017,-39.2217830602744,-41.0894821876574,-42.9571796564021,-44.824889644169,-46.6925840958692,-48.5602872412473,-50.4279799219652,-52.2956757929344,-54.1633718053689,-56.0310927243681,-57.8987699231475,-59.7664733983635,-61.6341685782457,-63.5018616490734,-65.369560026405,-67.2372472323419,-69.1049569159973,-70.9726332363189,-72.8403426478544,-74.708025862174,-76.5757144180914,-78.4434217820455,-80.3111075779615,-82.1787954796654,-84.0464718154672,-85.9137554559983,-87.7773508580034,-89.608959629508,-91.2379179345671,-93.1913656961531
0,-1.46152991100038,-2.92305868641184,-4.38458830240575,-5.84611743414176,-7.30764707737096,-8.76917678289082,-10.2307063668967,-11.6922355447088,-13.1537654997932,-14.6152949173586,-16.0768228931209,-17.5383525494411,-18.9998805552333,-20.4614087783596,-21.9229391328023,-23.384464390828,-24.8459946362849,-26.3075175873746,-27.7690508133845,-29.2305776194126,-30.6921084183006,-32.1536363404256,-33.6151648959917,-35.0767013860952,-36.5382229401707,-37.9997552907236,-39.4612810348065,-40.9228110011479,-42.3843391842079,-43.8458875088428,-45.3074027308701,-46.7689431885035,-48.2304692305278,-49.6920028566432,-51.1535422387195,-52.6150637258313,-54.0765994499968,-55.5381228188779,-56.9996569447662,-58.4611792140186,-59.9227072438137,-61.3842430991416,-62.8457711838154,-64.3072987838559,-65.7686940393973,-67.2289516882271,-68.6804672449272,-70.0782310741138,-71.2299420491102,-72.804025716046
0,-1.15634323220286,-2.3126858034978,-3.46902889448393,-4.62537185457911,-5.78171500337459,-6.93805823075041,-8.09440093318243,-9.25074383143968,-10.4070874598219,-11.5634304896879,-12.7197726359754,-13.8761152240656,-15.0324571702154,-16.1887993532951,-17.345143494224,-18.5014830408268,-19.6578256512458,-20.8141682564551,-21.9705148798964,-23.1268568318412,-24.2832022362187,-25.4395455790089,-26.5958904791298,-27.75224052485,-28.9085809911367,-30.064928963681,-31.2212736179713,-32.3776218462345,-33.5339676250791,-34.6903296270861,-35.8466650486479,-37.003022733537,-38.1593669614613,-39.3157228433287,-40.4720798031145,-41.6284212253651,-42.784772981486,-43.9411193243454,-45.0974707683197,-46.2538128205606,-47.4101630283975,-48.5665149986554,-49.7228622865029,-50.8791926019301,-52.0352433153088,-53.1892574996079,-54.3301823277936,-55.4050626280609,-56.2335842824793,-57.5192072682541
0,-0.924685740070921,-1.84936633702061,-2.77405240950875,-3.69873656461988,-4.62342463620672,-5.54811100943361,-6.47279753330274,-7.39748240459661,-8.32217361339155,-9.2468596191441,-10.1715410818846,-11.0962255929791,-12.020908830655,-12.9455897222191,-13.8702761124134,-14.7949498502905,-15.7196297428786,-16.6442852180263,-17.5689698880931,-18.4936411905827,-19.4183170247599,-20.3429833246219,-21.2676528971461,-22.1923333623622,-23.1169663463709,-24.0416310945726,-24.9662750708449,-25.8909311807511,-26.8155805598871,-27.740266844186,-28.6648810233347,-29.5895527755438,-30.5141788795634,-31.4388382246952,-32.3635146571466,-33.2881309405294,-34.2127637544406,-35.1374022924649,-36.0620360873263,-36.9866558225276,-37.911292909855,-38.835931473901,-39.7605751943297,-40.6851965637919,-41.6093257014362,-42.5306166222183,-43.4360018002859,-44.2720627585077,-44.8832930192505,-45.943240015124
0,-0.745005307385186,-1.48999688642132,-2.23500255467626,-2.98000320698282,-3.72501485891322,-4.47002173233487,-5.21503046970591,-5.96003433356624,-6.70505418817612,-7.45006081181298,-8.1950571137676,-8.94006185199174,-9.68506429967086,-10.4300604682469,-11.1750687301369,-11.9200532318412,-12.6650484581719,-13.409980081363,-14.1549857590234,-14.8999672677652,-15.6449569160118,-16.389928764494,-17.1349091878963,-17.8799115205331,-18.6248103195326,-19.369782622099,-20.1147098447235,-20.8596674831631,-21.6046160582736,-22.3496350653784,-23.0945160525456,-23.8395095750978,-24.5844108677492,-25.3293797511598,-26.0743926669805,-26.8192768137411,-27.5641884843696,-28.3091220667137,-29.0540365569696,-29.7989308968094,-30.5438558200938,-31.2887824983288,-32.0337284051924,-32.778656176406,-33.5228812455813,-34.263757678937,-34.9876044986284,-35.6447728651151,-36.1062756924162,-36.9847488740953
0,-0.604259656909389,-1.20849781977005,-1.81275749775901,-2.41700950562161,-3.02127894240979,-3.62554085880148,-4.22980645546735,-4.83406444206703,-5.43834651388481,-6.04260833980386,-6.64685540278953,-7.25111593278027,-7.85537316868306,-8.45962105797422,-9.06388649168352,-9.66812082168375,-10.2723678920067,-10.8765201025204,-11.4807846617314,-12.0850184343713,-12.6892636111905,-13.2934864556835,-13.8977229626226,-14.5019894909632,-15.1061122138699,-15.7103412467229,-16.3145083253084,-16.9187225454262,-17.5229284557605,-18.1272290398617,-18.7313463083457,-19.3356154540884,-19.9397599214599,-20.5439980885334,-21.148300733533,-21.7524242391458,-22.3565833705318,-22.9607762067591,-23.5649395137919,-24.1690793154373,-24.7732584835033,-25.3774395268898,-25.9816485712078,-26.5858395759578,-27.1891831082371,-27.7889415442858,-28.37184325817,-28.8940282911227,-29.2503093562829,-29.9804693088773
0,-0.492673521120812,-0.985323879884931,-1.47799675818647,-1.97066181823699,-2.4633454316033,-2.95602144055216,-3.44870150908229,-3.94137383686988,-4.43407098644412,-4.92674717335517,-5.41940846065975,-5.91208396606079,-6.40475647776942,-6.89741981572618,-7.39010215345654,-7.88275299779504,-8.37541558255564,-8.86798411139418,-9.36067044597921,-9.85332723247411,-10.3459976898645,-10.8386475626118,-11.3313147164802,-11.8240134681238,-12.3165679603166,-12.8092340097257,-13.3018410916495,-13.7945006520931,-14.2871534167429,-14.7799070827376,-15.2724731298056,-15.7651994119441,-16.2577966119292,-16.7504971978917,-17.2432607768458,-17.7358408515409,-18.2284581256576,-18.7211124515362,-19.2137345078738,-19.7063338029777,-20.1989730578978,-20.6916133144087,-21.1842818924319,-21.676922839015,-22.168662972321,-22.6568149042041,-23.1291861655177,-23.5482245320248,-23.8283774174892,-24.4360762253995
0,-0.403744237269647,-0.807471553704554,-1.21121465886101,-1.61495266108211,-2.01870347732021,-2.42244983062761,-2.82619860598429,-3.22994241323892,-3.63370297402787,-4.0374496024094,-4.44118572925967,-4.8449313008191,-5.24867559921203,-5.6524141537885,-6.05616802140099,-6.45989608730039,-6.8636328811385,-7.26731039569355,-7.6710717522024,-8.07481083647085,-8.47856311406515,-8.88230051007391,-9.28605481849447,-9.68983447744788,-10.0935080619849,-10.4972668171109,-10.9009875978929,-11.3047497024644,-11.7085037883944,-12.1123455553174,-12.5160339156809,-12.919858576495,-13.3235762654992,-13.7273875581201,-14.1312372502536,-14.534946484118,-14.9386873847444,-15.3424594148278,-15.7462044318706,-16.1499307779996,-16.5536895504055,-16.9574479608692,-17.3612273872502,-17.7649607942014,-18.1678262983866,-18.5672596252807,-18.9524414245882,-19.2917196871446,-19.5152853997375,-20.0219242859265
