0,-79.6634741142425,-159.326948228485,-238.990422342727,-318.65389645697,-398.317370571212,-477.980844685455,-557.644318799697,-637.307792913939,-716.971267028182,-796.634741142424,-876.298215256666,-955.961689370909,-1035.62516348515,-1115.28863759939,-1194.95211171364,-1274.61558582788,-1354.27905994212,-1433.94253405636,-1513.6060081706,-1593.26948228485,-1672.93295639909,-1752.59643051333,-1832.25990462757,-1911.92337874182,-1991.58685285606,-2071.2503269703,-2150.91380108454,-2230.57727519879,-2310.24074931303,-2389.90422342727,-2469.56769754151,-2549.23117165575,-2628.89464576999,-2708.55811988424,-2788.22159399848,-2867.88506811272,-2947.54854222696,-3027.2120163412,-3106.87549045544,-3186.53896456968,-3266.20243868393,-3345.86591279817,-3425.52938691241,-3505.19286102665,-3584.85633514089,-3664.51980925514,-3744.18328336938,-3823.84675748362,-3903.51023159786,-3983.1737057121,-4062.83717982635,-4142.50065394059,-4222.16412805483,-4301.82760216907,-4381.49107628331,-4461.15455039756,-4540.8180245118,-4620.48149862604,-4700.14497274028,-4779.80844685453,-4859.47192096877,-4939.13539508301,-5018.79886919726,-5098.4623433115,-5178.12581742574,-5257.78929153999,-5337.45276565423,-5417.11623976847,-5496.77971388271,-5576.44318799696,-5656.1066621112,-5735.77013622544,-5815.43361033968,-5895.09708445392,-5974.76055856816,-6054.42403268241,-6134.08750679665,-6213.75098091089,-6293.41445502513,-6373.07792913938,-6452.74140325362,-6532.40487736786,-6612.0683514821,-6691.73182559634,-6771.39529971058,-6851.05877382483,-6930.72224793907,-7010.38572205331,-7090.04919616756,-7169.7126702818,-7249.37614439604,-7329.03961851029,-7408.70309262453,-7488.36656673877,-7568.03004085302,-7647.69351496726,-7727.35698908151,-7807.02046319575,-7886.68393730999,-7966.34741142424
0,-24.917913939908,-49.83580866663,-74.7536980156594,-99.6715843887253,-124.589468653978,-149.507351148234,-174.42523221401,-199.343111989021,-224.260990733506,-249.17886825062,-274.096744413039,-299.014619183231,-323.932492131832,-348.850362587587,-373.768229932389,-398.686093722967,-423.603953937812,-448.521810583517,-473.43966359766,-498.357512674883,-523.275357695193,-548.193198549143,-573.111035558632,-598.028869155153,-622.94669990828,-647.864528697193,-672.782356844751,-697.700185482463,-722.618015882541,-747.535849435374,-772.453687551692,-797.371532070691,-822.289384933906,-847.20724793104,-872.12512300578,-897.043011681603,-921.96091527921,-946.878835027767,-971.796772186491,-996.714728188621,-1021.63270462395,-1046.55070343679,-1071.46872707859,-1096.38677780233,-1121.30485817381,-1146.22297114078,-1171.14112028709,-1196.05930996801,-1220.9775451699,-1245.89583122028,-1270.81417385358,-1295.73257890158,-1320.65105232316,-1345.5696000444,-1370.48822794516,-1395.40694146806,-1420.32574559524,-1445.24464475671,-1470.16364275264,-1495.08274308365,-1520.001948768,-1544.92126245112,-1569.84068675829,-1594.76022394961,-1619.6798761923,-1644.59964595177,-1669.51953677076,-1694.43955264687,-1719.35969870488,-1744.27998093049,-1769.20040608952,-1794.12098179186,-1819.04171631372,-1843.96261810265,-1868.88369538613,-1893.80495608606,-1918.72640763121,-1943.64805629026,-1968.56990721928,-1993.4919646146,-2018.41423129013,-2043.33670946063,-2068.25940070454,-2093.18230646158,-2118.1054287153,-2143.02876980827,-2167.95233344493,-2192.87612420004,-2217.80014782372,-2242.72441067086,-2267.6489194032,-2292.57368027419,-2317.49869859445,-2342.42397863448,-2367.34952317148,-2392.27533415166,-2417.20141340898,-2442.12776295415,-2467.05438562992,-2491.98128505423
0,-13.4990869106293,-26.9977449916107,-40.4963579974428,-53.9949551635239,-67.4935440568355,-80.9921276565575,-94.4907076222285,-107.989284265685,-121.487858250939,-134.986429797329,-148.484998811625,-161.983565356269,-175.482129580644,-188.980692360289,-202.479254216864,-215.977815161522,-229.476375756919,-242.974936243433,-256.473497464804,-269.972060373818,-283.470626214844,-296.969195690836,-310.467769744941,-323.966349418948,-337.464936040333,-350.963530759265,-364.46213454346,-377.960748743927,-391.459374870312,-404.958014818492,-418.456670132044,-431.955342641255,-445.454034232206,-458.952746652799,-472.451482601134,-485.95024471544,-499.449036340661,-512.947861149894,-526.446723045928,-539.945625455212,-553.444571857078,-566.943565612265,-580.442610191359,-593.941708721563,-607.440864848905,-620.940081938747,-634.439362764902,-647.938709444956,-661.438124233482,-674.937608829863,-688.437164895609,-701.936794232405,-715.436498644151,-728.93628027565,-742.436141506674,-755.936085502577,-769.43611561468,-782.936235414245,-796.436449162335,-809.936761160982,-823.43717598917,-836.937698056304,-850.43833163292,-863.939081290636,-877.439950821145,-890.940943113791,-904.44206010198,-917.943303386257,-931.44467307265,-944.946168516324,-958.447788632661,-971.949531534464,-985.451395194987,-998.953378021425,-1012.45547865856,-1025.95769659517,-1039.46003186715,-1052.96248602339,-1066.46506068113,-1079.96775879229,-1093.47058307188,-1106.9735363666,-1120.47662128464,-1133.97983898194,-1147.48318984796,-1160.98667243997,-1174.49028428729,-1187.99402128581,-1201.49787913317,-1215.0018533175,-1228.50593990638,-1242.01013616593,-1255.51444050002,-1269.01885255039,-1282.52337283188,-1296.0280012922,-1309.53273718271,-1323.03757836379,-1336.54252118488,-1350.04756297648
0,-8.41729582628918,-16.8342115070383,-25.2511250020167,-33.6680375042752,-42.084948726062,-50.5018583438174,-58.9187671315826,-67.3356737441929,-75.7525794786158,-84.1694837019126,-92.5863856259075,-101.003285518328,-109.420182548381,-117.837076784891,-126.253967873173,-134.670854536255,-143.087738328084,-151.504620026441,-159.921501634332,-168.338384399635,-176.755270677548,-185.172160767681,-193.589056428158,-202.005959081234,-210.422870744749,-218.839792976336,-227.256727454039,-235.673675182296,-244.090637326992,-252.50761569802,-260.924610817088,-269.341624971647,-277.758660360098,-286.175717877924,-294.592801242347,-303.00991213319,-311.427053122019,-319.844227052024,-328.261437113659,-336.678685153031,-345.095973149431,-353.513303083329,-361.930677663511,-370.348096888122,-378.765562068418,-387.183074152736,-395.600633528313,-404.018240736567,-412.435897508686,-420.853604510792,-429.271362903111,-437.689174233539,-446.107040291143,-454.524963838822,-462.942948282409,-471.36099784205,-479.779116352717,-488.197307000775,-496.615573248109,-505.03391855762,-513.45234583796,-521.87085686987,-530.289453270411,-538.708136140598,-547.126904379093,-555.545755303127,-563.964687361399,-572.38369877468,-580.802787409176,-589.221951243842,-597.641189069447,-606.060499839271,-614.479883896986,-622.899342857061,-631.31887808644,-639.738492337365,-648.158188391003,-656.577969652837,-664.997836872102,-673.417792481041,-681.837834758796,-690.257962095457,-698.678171710985,-707.098458204668,-715.518817314252,-723.939242236268,-732.359728789924,-740.780271587524,-749.200868334236,-757.621517513825,-766.042219194728,-774.462974468701,-782.883783934886,-791.304648302654,-799.725566971765,-808.146537489249,-816.567557967294,-824.988626169195,-833.409740438735,-841.830904459442
0,-5.62508373181555,-11.2504296725449,-16.8757989636899,-22.5011819624349,-28.12657272316,-33.7519677812581,-39.37736267322,-45.0027592643068,-50.6281539368604,-56.2535475240792,-61.8789417905574,-67.5043358361702,-73.1297311580681,-78.755126580343,-84.3805220822627,-90.005921500071,-95.6313225820099,-101.256726011982,-106.882129561954,-112.507533487032,-118.132935296629,-123.758339127692,-129.383745699733,-135.009157034171,-140.634573057583,-146.259995290647,-151.88542473991,-157.5108644135,-163.136316407737,-168.761781377876,-174.387263931638,-180.012764776589,-185.63828541381,-191.263831672852,-196.889401940357,-202.515000620195,-208.140629403803,-213.76628915731,-219.391979012257,-225.017701800493,-230.643459473599,-236.269253700575,-241.895082832148,-247.520952093023,-253.146861912211,-258.772812559482,-264.398805978706,-270.024843895759,-275.650925145599,-281.277052437912,-286.903227952794,-292.529453895014,-298.155732971724,-303.78206642065,-309.408454482824,-315.03489553407,-320.661389221058,-326.287936785281,-331.914537697162,-337.541190491191,-343.167893216163,-348.794645268478,-354.421444351043,-360.04828650135,-365.675171785541,-371.302103167965,-376.929079798681,-382.556100833467,-388.183167084595,-393.810280457504,-399.437441793483,-405.064654540778,-410.691920438995,-416.319239557791,-421.946614167745,-427.574043189184,-433.2015258512,-438.829057428176,-444.456639018727,-450.084262636807,-455.711928932264,-461.33963393208,-466.967373300936,-472.595147758067,-478.222953549366,-483.850794640922,-489.478669365413,-495.106583283638,-500.734536618382,-506.362531535726,-511.990568553607,-517.618646148698,-523.24676397567,-528.874919156652,-534.503108677111,-540.131332745392,-545.759589340422,-551.387879098006,-557.016206581294,-562.644565149889
0,-3.91240643916892,-7.8250568016226,-11.7377241939506,-15.6503940518125,-19.5630635388404,-23.4757322130437,-27.3884003754843,-31.3010682551806,-35.2137357634939,-39.1264034907788,-43.0390713605241,-46.9517393979137,-50.8644077191417,-54.7770768656785,-58.6897475633058,-62.6024197749614,-66.5150939839315,-70.4277705672181,-74.3404503560481,-78.2531342954209,-82.1658239008403,-86.0785197978886,-89.9912225828738,-93.9039326690388,-97.8166508924312,-101.729378094102,-105.642115096866,-109.554862860249,-113.467622297423,-117.380394962653,-121.293181706494,-125.205984164549,-129.118803769968,-133.031641066204,-136.944497696717,-140.857374421414,-144.770272140595,-148.683191829292,-152.596134541116,-156.509100636008,-160.422090524603,-164.335104414668,-168.248143243921,-172.161207040812,-176.074296726348,-179.987413411357,-183.900558297428,-187.81373268271,-191.726938683037,-195.640178002237,-199.553452274184,-203.466763208492,-207.38011192609,-211.293499514505,-215.206926664811,-219.120394070068,-223.033901733202,-226.947448799,-230.861034135318,-234.774656710035,-238.688315071004,-242.602007809287,-246.515733986052,-250.429493491271,-254.34328619434,-258.257111670812,-262.170970737551,-266.084864830234,-269.998795307797,-273.91276347155,-277.826770449001,-281.740816622614,-285.654901741062,-289.569025164539,-293.483184677944,-297.39737776484,-301.311601184285,-305.225852037159,-309.140126213018,-313.054421568121,-316.968735275205,-320.88306615108,-324.797414541545,-328.71178086987,-332.626167517496,-336.540576016267,-340.455008999556,-344.369467498431,-348.283952604215,-352.198464251071,-356.113001661442,-360.027563730274,-363.942149338121,-367.856758325798,-371.771391493529,-375.686050221376,-379.600737038815,-383.515453613967,-387.430199903458,-391.344976260819
0,-2.79527606113244,-5.59063548605608,-8.38599943948739,-11.181364019937,-13.9767285685169,-16.7720928728846,-19.567457515778,-22.3628219731679,-25.1581872631315,-27.9535534034324,-30.7489202240682,-33.5442881689045,-36.3396570879091,-39.1350272720047,-41.9303986141929,-44.725770379614,-47.5211433125677,-50.3165176979475,-53.1118944975251,-55.9072741645464,-58.7026576370753,-61.4980446390976,-64.2934358154913,-67.0888317129512,-69.8842333906746,-72.6796416862521,-75.4750576477191,-78.2704819901642,-81.0659156985474,-83.8613599686921,-86.6568153429328,-89.4522830767753,-92.2477641872886,-95.0432589253452,-97.8387687832967,-100.634293991769,-103.42983517876,-106.225392995245,-109.020968266737,-111.816561130859,-114.61217193895,-117.407801246459,-120.203450183118,-122.999118789865,-125.794808076592,-128.590519187531,-131.386253057959,-134.182010793619,-136.97779390394,-139.773603104419,-142.569439055355,-145.365302130161,-148.161192403479,-150.95710991743,-153.753054584982,-156.5490262458,-159.345024259516,-162.141047595514,-164.937095540644,-167.733167578477,-170.529263510675,-173.325383117213,-176.121526783141,-178.917695307929,-181.713888977322,-184.510107875705,-187.3063528618,-190.102624591775,-192.8989232782,-195.695248568183,-198.491599887888,-201.287975770236,-204.08437469667,-206.88079501987,-209.67723459479,-212.473691829543,-215.270165298939,-218.066654474542,-220.863158431195,-223.659678187801,-226.45621380645,-229.252766556285,-232.049337860623,-234.845928381528,-237.642539297116,-240.439170220422,-243.2358213828,-246.032491588326,-248.8291804035,-251.625887147693,-254.422611658576,-257.21935443814,-260.016116004737,-262.812897353899,-265.609699171735,-268.406521113447,-271.203362535334,-274.000221948922,-276.797097321177,-279.593988837249
0,-2.03383949539881,-4.06773040840206,-6.10162299707204,-8.13551550755308,-10.1694079231869,-12.2033008621461,-14.2371936793135,-16.271087560322,-18.3049825787501,-20.338878042758,-22.3727746782757,-24.4066722290847,-26.4405710536211,-28.4744700912956,-30.5083684305657,-32.5422682279739,-34.57616916409,-36.6100724906801,-38.6439782870152,-40.6778869181941,-42.7117965493498,-44.7457087238208,-46.7796242448388,-48.8135446484266,-50.8474698766525,-52.8814001533388,-54.9153362870311,-56.949278880043,-58.9832292802493,-61.0171867588357,-63.0511536779306,-65.0851290910984,-67.1191131443603,-69.153109185893,-71.1871158762263,-73.2211349630002,-75.2551670101674,-77.2892115995012,-79.3232677529217,-81.357336633282,-83.3914186646813,-85.4255150018459,-87.4596245393377,-89.4937501936444,-91.527892126789,-93.5620508292986,-95.5962272594221,-97.6304226774004,-99.6646359598385,-101.698867833981,-103.733119232566,-105.767390073016,-107.801681585596,-109.835993566987,-111.870325834801,-113.904676534799,-115.939044654253,-117.973430833112,-120.00783552055,-122.042257631828,-124.076697872047,-126.111156972954,-128.145634812665,-130.180129938716,-132.214642582048,-134.249175837648,-136.283729275801,-138.318301453127,-140.352891590903,-142.387498784813,-144.422121845911,-146.456760098016,-148.491412735826,-150.526077487242,-152.560755240672,-154.595445424235,-156.630148192652,-158.664861888446,-160.69958966545,-162.734329210217,-164.769083418252,-166.803852663499,-168.838635450951,-170.873433636793,-172.908244458375,-174.943069893075,-176.977907717211,-179.012759958579,-181.047625933622,-183.082505918202,-185.117400189714,-187.15230892098,-189.187232367986,-191.222169398602,-193.257119229393,-195.292082248843,-197.327056627542,-199.362043140503,-201.397044346463,-203.432056206105
0,-1.49848282414601,-2.99700561945439,-4.49552981295293,-5.99405380524215,-7.49257762216085,-8.99110219184361,-10.4896264271715,-11.9881521718531,-13.4866788609222,-14.9852056329929,-16.4837334178705,-17.9822615433715,-19.4807905448612,-20.9793189897455,-22.4778459413554,-23.9763746784385,-25.47490444854,-26.9734367435162,-28.4719712594568,-29.9705083973158,-31.4690455299922,-32.9675849142021,-34.4661273017941,-35.9646744262731,-37.4632257254815,-38.9617810716369,-40.4603410348528,-41.9589060586757,-43.457477475606,-44.9560538824483,-46.4546381586894,-47.9532284994663,-49.4518246627268,-50.9504308424739,-52.4490446592951,-53.9476682844798,-55.4463021885544,-56.9449455391931,-58.4435967837738,-59.9422574022544,-61.4409277500578,-62.9396089843275,-64.4382991988382,-65.9370021146865,-67.4357175230881,-68.9344456512219,-70.4331874043043,-71.93194397147,-73.4307133576561,-74.9294962629391,-76.4282936897298,-77.9271053982474,-79.4259329386541,-80.9247759352441,-82.423634095832,-83.9225050520282,-85.4213877215941,-86.9202833258581,-88.4191927499936,-89.9181147731278,-91.4170504831233,-92.9160010112702,-94.4149661479032,-95.9139439541348,-97.4129348522528,-98.9119429773339,-100.410967420259,-101.910006033661,-103.409057555298,-104.908120725005,-106.407194014743,-107.90627682685,-109.40536846448,-110.904466500694,-112.403572942097,-113.902687830414,-115.401812089169,-116.900944102005,-118.400088463419,-119.89924195497,-121.398408216074,-122.897587000324,-124.396775481815,-125.895975418012,-127.395182486004,-128.894399335741,-130.393623270505,-131.892857856962,-133.392103146059,-134.891360423922,-136.390630523982,-137.889913435641,-139.38920857021,-140.888512886328,-142.387823953182,-143.887141584097,-145.386463706538,-146.885792938966,-148.385134747618,-149.884485334396
0,-1.11321224209797,-2.22644852134469,-3.33968576726922,-4.45292323866838,-5.56616105977202,-6.67939968418859,-7.79263873442597,-8.90587898778086,-10.0191198931182,-11.1323610862591,-12.2456027262059,-13.3588443074769,-14.4720858538376,-15.5853269678734,-16.6985678734857,-17.8118099157991,-18.9250528420879,-20.0382969992844,-21.1515422706785,-22.2647888474326,-23.378036361331,-24.4912858100826,-25.6045375982192,-26.7177923093358,-27.8310498903198,-28.9443103982929,-30.057574326912,-31.1708419288592,-32.2841139112709,-33.3973902516448,-34.5106720582307,-35.6239589101256,-36.7372510670571,-37.8505496885378,-38.9638543179377,-40.0771655644273,-41.1904836300101,-42.303808360137,-43.4171398373359,-44.5304788500852,-45.643825702087,-46.7571808748562,-47.8705443500599,-48.9839171964873,-50.0972995352167,-51.2106917746603,-52.3240942961148,-53.4375074613595,-54.5509310098492,-55.6643651979225,-56.7778104553448,-57.8912667050428,-59.0047343610581,-60.118213144596,-61.2317029125364,-62.3452031238581,-63.4587135185314,-64.5722342888713,-65.6857655585202,-66.7993065850302,-67.9128575706434,-69.0264184348653,-70.1399888293901,-71.2535684513706,-72.3671575187025,-73.4807571980807,-74.5943672722006,-75.7079874077769,-76.821617383999,-77.9352568559106,-79.0489055463976,-80.1625628558918,-81.2762281446051,-82.3899002756095,-83.5035792533212,-84.6172647519793,-85.730956555847,-86.8446544044059,-87.9583592891682,-89.0720710212471,-90.1857905931988,-91.2995182457551,-92.4132534327037,-93.526996415255,-94.6407458977529,-95.7545019813189,-96.8682638191065,-97.9820318388568,-99.0958064209485,-100.209588343572,-101.323378705214,-102.437178676242,-103.550988577062,-104.66480760648,-105.778634730776,-106.89246856738,-108.006307339651,-109.120151088347,-110.234000632572,-111.347856267065
