298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15
298.015010813019,298.149840877003,298.015010574964,298.149840876543,298.015010102795,298.149840875604,298.015009383016,298.149840874171,298.015008407926,298.149840872225,298.015007169639,298.149840869749,298.015005660304,298.149840866726,298.01500387205,298.149840863138,298.015001797028,298.149840858967,298.014999427375,298.149840854196,298.01499675524,298.149840848807,298.014993772768,298.149840842782,298.014990472106,298.149840836104,298.014986845398,298.149840828755,298.014982884792,298.149840820718,298.014978582443,298.149840811975,298.014973930503,298.149840802507,298.014968921137,298.149840792299,298.014963546512,298.149840781332,298.014957798799,298.149840769588,298.014951670157,298.14984075705,298.014945152588,298.1498407437,298.014938242201,298.149840729529,298.014745398357,298.149840447366,298.015100941716,298.149840954295
297.862943243547,298.14932324392,297.862942853318,298.149323242725,297.862942265385,298.149323240478,297.862941376552,298.149323237054,297.86294017575,298.149323232417,297.862938654045,298.149323226527,297.862936803703,298.149323219349,297.862934616525,298.149323210844,297.862932084384,298.149323200975,297.862929198861,298.149323189705,297.862925952256,298.149323176996,297.86292233617,298.149323162812,297.862918342607,298.149323147114,297.862913963492,298.149323129865,297.862909190315,298.149323111029,297.862904015536,298.149323090567,297.86289843062,298.149323068443,297.862892427792,298.149323044619,297.862885998597,298.149323019057,297.86287913506,298.149322991721,297.862871829222,298.149322962573,297.862864072731,298.149322931576,297.862855853502,298.149322898703,297.862646604217,298.149322120637,297.863006526953,298.149323508418
297.71425675059,298.14843655932,297.714256029142,298.148436556804,297.714255351365,298.148436553013,297.714254386735,298.148436547311,297.714253059145,298.14843653958,297.714251388192,298.148436529781,297.714249340398,298.148436517838,297.714246957854,298.148436503729,297.714244193312,298.148436487371,297.714241028837,298.148436468699,297.714237494843,298.148436447684,297.714233554676,298.148436424248,297.7142292016,298.148436398336,297.714224452315,298.148436369908,297.714219256785,298.148436338876,297.714213654446,298.148436305219,297.714207603262,298.148436268855,297.714201124896,298.148436229748,297.714194181423,298.14843618782,297.714186775066,298.148436143022,297.714178899535,298.148436095298,297.714170551026,298.148436044594,297.714161750023,298.14843599087,297.713948742678,298.148434696744,297.714301936826,298.148436953586
297.576952180409,298.147202957017,297.576951022965,298.147202952197,297.576950253441,298.14720294665,297.576949287131,298.147202938604,297.576947896949,298.147202927567,297.576946157028,298.147202913624,297.576943990423,298.147202896555,297.57694153676,298.147202876577,297.576938696639,298.147202853409,297.57693539833,298.14720282688,297.576931750764,298.147202797145,297.576927686528,298.147202763984,297.576923175969,298.147202727302,297.576918295033,298.14720268718,297.576912910749,298.147202643295,297.576907144845,298.147202595835,297.5769009112,298.147202544551,297.576894268,298.147202489516,297.576887145255,298.147202430506,297.576879541496,298.147202367481,297.576871457833,298.147202300379,297.576862898615,298.147202229148,297.57685394914,298.14720215389,297.576642664777,298.147200345711,297.576986925007,298.147203445723
297.453826054641,298.14565687565,297.453825015978,298.145656867892,297.453823752886,298.145656860088,297.453823577714,298.145656850297,297.453821239649,298.14565683521,297.453819857766,298.145656817326,297.453817265653,298.145656794696,297.453815607064,298.145656769378,297.453812197437,298.145656738938,297.453808706114,298.14565670431,297.453805833145,298.145656666345,297.453801086708,298.145656622865,297.453796925228,298.145656575568,297.453791414082,298.145656523212,297.453786511595,298.145656466701,297.453780977606,298.145656405503,297.453774410726,298.145656338933,297.453768023248,298.145656268092,297.453760609661,298.145656191704,297.453753142357,298.145656110473,297.453745125345,298.145656023948,297.453736485628,298.145655932042,297.453727711325,298.145655835393,297.4535201004,298.145653523604,297.453855566046,298.145657439242
297.345234234417,298.143836029992,297.345234575689,298.143836021322,297.34523203589,298.143836008875,297.34523418692,298.143836001572,297.345229176913,298.143835977522,297.345228618151,298.14383595747,297.345224942309,298.143835927279,297.345225692669,298.143835900945,297.345220915759,298.143835860589,297.345216780303,298.14383581684,297.345216031059,298.143835774713,297.345209915722,298.143835718004,297.345206534132,298.143835661804,297.345199507594,298.143835594316,297.345195637719,298.143835527503,297.345191016903,298.143835454173,297.345183988816,298.143835371186,297.345178209717,298.143835285866,297.345170251193,298.14383519101,297.345163039265,298.14383509229,297.345155299122,298.143834986937,297.345146599916,298.143834874269,297.345138225299,298.143834757166,297.344934950198,298.143831955104,297.345262314418,298.143836660127
297.250385952686,298.141777166755,297.2503870832,298.141777160219,297.250384494032,298.141777141144,297.250387378753,298.141777140594,297.250381482295,298.141777102761,297.250380631195,298.141777081374,297.250376055949,298.141777041211,297.250379250549,298.141777019854,297.250373111835,298.141776966436,297.250368877324,298.141776912485,297.250369295896,298.141776870436,297.250362782752,298.14177679842,297.250359948284,298.141776734945,297.2503519565,298.141776649331,297.250348482346,298.141776574007,297.250344500952,298.141776490671,297.250337626294,298.141776391058,297.250332466191,298.141776292812,297.250324252589,298.141776178655,297.250317261274,298.141776063095,297.250309854539,298.141775939783,297.250301195634,298.141775806505,297.250293207573,298.14177567004,297.250094356294,298.141772391783,297.250414404907,298.141777862065
297.168019548067,298.139514165984,297.168019957053,298.139514161685,297.168019394165,298.1395141385,297.168020513597,298.139514143281,297.168016110158,298.139514092667,297.168013921033,298.139514067785,297.168008326405,298.139514015456,297.168014505122,298.139514005654,297.168006252688,298.139513935007,297.16800284191,298.139513871857,297.168003607723,298.139513831702,297.167997272255,298.139513744229,297.167994973225,298.13951367489,297.167986243253,298.139513569269,297.167983146445,298.139513486249,297.167979345571,298.139513394018,297.16797273781,298.139513278501,297.167968519011,298.139513169231,297.167959907635,298.13951303525,297.167953355887,298.139512903698,297.16794641313,298.139512763526,297.167937737178,298.139512609825,297.167930176861,298.139512455127,297.167735669224,298.139508714612,297.168049019868,298.139514927884
297.09674620461,298.137077368724,297.096746298674,298.137077364634,297.096746613714,298.137077342028,297.096747016331,298.137077348029,297.096740629846,298.137077286323,297.096746668263,298.137077261457,297.096729680418,298.137077187025,297.096744362088,298.137077199916,297.096730530569,298.137077104864,297.096733493508,298.137077038343,297.09672933925,298.137076996906,297.096726569567,298.13707689696,297.096717666981,298.137076819067,297.096715247605,298.137076695041,297.096715399738,298.137076608883,297.096705931289,298.137076503459,297.096698268881,298.137076371687,297.096701606422,298.137076259031,297.096686494643,298.137076099416,297.096683314221,298.13707595571,297.096677165902,298.137075800109,297.096667412052,298.137075625201,297.096660239301,298.137075453427,297.09647019192,298.137071264437,297.096777516452,298.137078200126
