0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7730.81681994301
0,-19.2063568730527,-38.4180963840396,-57.6486946678417,-76.912350420175,-96.2237801866444,-115.598000730669,-135.050100187873,-154.594999808887,-174.247208145685,-194.020569640674,-213.928009672003,-233.981278214219,-254.190694422048,-274.564894574456,-295.110586010077,-315.832309816028,-336.732215256238,-357.809849021269,-379.06196261522,-400.482341209694,-422.061657381999,-443.787353220622,-465.643554042415,-487.611016936929,-509.66711694191,-531.785873364497,-553.938018129771,-576.091107532648,-598.209677912633,-620.255445059059,-642.187546110063,-663.962821967363,-685.536137061195,-706.860732511572,-727.888607861145,-748.570925707151,-768.858432868561,-788.70189151338,-808.052513124896,-826.862387976199,-845.084903558094,-862.675145009531,-879.590271297064,-895.789862211608,-911.236231173016,-925.894700242295,-939.733834933012,-952.725637036436,-964.845694726551,-976.073290520645,-986.391468064676,-995.787059764529,-1004.25067780594,-1011.77667162768,-1018.36305523305,-1024.01140793078,-1028.7267522766,-1032.51741278159,-1035.39485895427,-1037.3735359839,-1038.47068602505,-1038.70616275805,-1038.10224152359,-1036.68342689848,-1034.47625923923,-1031.50912140518,-1027.81204667743,-1023.4165283475,-1018.35532964439,-1012.66228890891,-1006.37209516815,-999.519265696072,-992.114115345835,-983.680153669108,-994.838914473623
0,-28.616208575204,-57.1856597735053,-85.67066691562,-114.031775544454,-142.228099021519,-170.217650655591,-197.957707580223,-225.405193848526,-252.517073784532,-279.250748361233,-305.564447236364,-331.417608739525,-356.771240220061,-381.588251740251,-405.833756875573,-429.475335484242,-452.483254494691,-474.830644071496,-496.493627891636,-517.451407571557,-537.686302442632,-557.183747048546,-575.932249686496,-593.923315829437,-611.151340926652,-627.61347757489,-643.309481746194,-658.241542903768,-672.414102965443,-685.833668122504,-698.508617577386,-710.449012752852,-721.666409785712,-732.173677896268,-741.984825558266,-751.114835986885,-759.579513011175,-767.395338053386,-774.579338535232,-781.148967816912,-787.121996474439,-792.516414596851,-797.350344583203,-801.6419638485,-805.409436778861,-808.670855192727,-811.44418663344,-813.74722969793,-815.597575755521,-817.01257632626,-818.009315519379,-818.60458689644,-818.814874237086,-818.656335711365,-818.144791005862,-817.295711031612,-816.124209854598,-814.645038591456,-812.872581068464,-810.820851011151,-808.503490562438,-805.933769887452,-803.124587319578,-800.088469763565,-796.837572686391,-793.383678103872,-789.738185906125,-785.912095681143,-781.916003192401,-777.760193315433,-773.454747064619,-769.005785520063,-764.354003897142,-758.76134104495,-763.528056083231
0,-21.3955472321681,-42.7558073082744,-64.0751471171703,-85.3337848097905,-106.505760502769,-127.565846107242,-148.488942001172,-169.249321010492,-189.820590460922,-210.175880719015,-230.288069283797,-250.130005893982,-269.674736620117,-288.895726462732,-307.767078974698,-326.263749461057,-344.361747957744,-362.038329376919,-379.272167553232,-396.043509533716,-412.334309132038,-428.128338203851,-443.411273144063,-458.170756600835,-472.396436508142,-486.079979036644,-499.215060346684,-511.797335685985,-523.82439012489,-535.295670317449,-546.212402080075,-556.577494518971,-566.395433509629,-575.67216736079,-584.414986680191,-592.63240034472,-600.334010232361,-607.530386054644,-614.232942091779,-620.453817439964,-626.205760442308,-631.502018828831,-636.356235825597,-640.782353239385,-644.794521370641,-648.407016441163,-651.63416527149,-654.490277313085,-656.989583815323,-659.14618391906,-660.973997370404,-662.486723641611,-663.697806869212,-664.620406394271,-665.267372418587,-665.651226264245,-665.784144826343,-665.677948546671,-665.34409205785,-664.793657059711,-664.037346943714,-663.085483126465,-661.948004741249,-660.634471885615,-659.154075092025,-657.515659117469,-655.727784386993,-653.798840043337,-651.737097830301,-649.550310955879,-647.244013653893,-644.812801409486,-642.155577107539,-638.461333811944,-641.789492413748
0,-14.3943182158168,-28.7794371741443,-43.1474611844451,-57.4897467049519,-71.7970150683187,-86.0595096590374,-100.267022603687,-114.408916086353,-128.474161126893,-142.451385035815,-156.328923606535,-170.094876626121,-183.737166599983,-197.243600199099,-210.601931719345,-223.799928315313,-236.825436128196,-249.666446697856,-262.311163107875,-274.748064860109,-286.965971170678,-298.954101685436,-310.702134081671,-322.200257976221,-333.439224558663,-344.410391379859,-355.105762015612,-365.518020128026,-375.640557791263,-385.467497818249,-394.993710092068,-404.214821876037,-413.127222223517,-421.728060637588,-430.015240282406,-437.987405997654,-445.643927548983,-452.984878482311,-460.011011038401,-466.723727615043,-473.125049260959,-479.217581676182,-485.004479200242,-490.489407342438,-495.676504126791,-500.570340982968,-505.175883248649,-509.498450923889,-513.54367990609,-517.317483972122,-520.826017896568,-524.075641779952,-527.07288693909,-529.824423386992,-532.337029085304,-534.61756106173,-536.672928438133,-538.510067399989,-540.135918103584,-541.557403545992,-542.781410302272,-543.814771111424,-544.664249242949,-545.336524530643,-545.83818102671,-546.175696131513,-546.355431170992,-546.383623081962,-546.266373116086,-546.00956524632,-545.617756625824,-545.081329925733,-544.266797631503,-542.331175412724,-545.434582366984
0,-9.91133415532633,-19.8193007755093,-29.7200341547331,-39.6092175704588,-49.482987499873,-59.3373678984623,-69.1680576007437,-78.9704968529128,-88.7399269277213,-98.4714183419166,-108.159889058809,-117.800121270663,-127.386778228693,-136.914420967807,-146.377524365139,-155.770493704553,-165.087681996859,-174.323407706606,-183.471973592449,-192.527686375298,-201.484876765117,-210.337919437351,-219.081253786147,-227.709404252106,-236.216999924129,-244.598794826005,-252.849686471364,-260.964734621524,-268.939178525245,-276.768453693901,-284.448207175802,-291.97431186969,-299.342879487335,-306.550272128513,-313.593112444635,-320.468292394135,-327.17298046271,-333.704627411974,-340.060970510213,-346.240036264115,-352.240141711656,-358.059894256583,-363.698190115293,-369.154211483083,-374.427422359768,-379.517563319201,-384.424645075748,-389.14894112208,-393.690979453127,-398.051533466601,-402.231612195917,-406.232449908865,-410.055495232466,-413.702399849404,-417.175006881573,-420.475339044707,-423.605586647705,-426.568095512312,-429.365354882696,-431.999985385707,-434.474727098232,-436.79242777286,-438.956031267154,-440.968566216371,-442.83313498105,-444.552902916592,-446.13108796366,-447.57095015053,-448.875773243401,-450.048724041292,-451.091203906753,-451.986715813996,-452.585468312401,-452.099857456808,-455.184581058377
0,-7.08017688337968,-14.1583859175531,-21.2330068546372,-28.3021367958861,-35.3637758724544,-42.4159107943369,-49.4564575515439,-56.4832400026167,-63.4939927078838,-70.4863657922694,-77.4579295110207,-84.4061798887995,-91.3285455516473,-98.2223950114828,-105.085043347098,-111.913758281425,-118.705765863121,-125.458255525054,-132.168385300803,-138.833287695029,-145.450075316875,-152.01584700176,-158.527694829321,-164.982710981422,-171.3779944136,-177.710658811774,-183.977839211828,-190.176699657881,-196.304440044928,-202.358303285239,-208.335582034975,-214.233625324151,-220.049845073433,-225.781722182631,-231.426812580963,-236.98275291032,-242.447265986349,-247.818165926932,-253.093363009149,-258.270868153247,-263.348797024306,-268.32537382499,-273.198934626528,-277.967930314092,-282.630929168376,-287.186618918844,-291.633808504534,-295.971429337925,-300.198536150729,-304.314307494842,-308.318045754861,-312.209176849056,-315.987249470751,-319.651933986002,-323.20302096418,-326.640419348981,-329.964154276927,-333.17436454665,-336.271299857184,-339.255317635765,-342.126879689977,-344.886548547122,-347.534983688278,-350.07293733039,-352.501250314361,-354.820847793764,-357.032734642541,-359.137990016401,-361.137749261905,-363.033015523886,-364.822628721728,-366.485692323844,-367.871536026881,-368.286582848893,-371.219433354995
0,-5.19152637033023,-10.382008443405,-15.570350725116,-20.7557407195414,-25.9372059891286,-31.1135936453799,-36.2837128010009,-41.4463652650541,-46.6003372778278,-51.7443920584421,-56.8772637006392,-61.9976510524527,-67.1042134708143,-72.1955703466192,-77.2703040136862,-82.3269645561899,-87.3640751841386,-92.3801365804139,-97.3736297105526,-102.343018217821,-107.286749576196,-112.203255997264,-117.090956038997,-121.94825696889,-126.773555568399,-131.565242836213,-136.321705499276,-141.04133017257,-145.722505881362,-150.36362761706,-154.963098775396,-159.519333984283,-164.030761768723,-168.495826807271,-172.912992493152,-177.280743398786,-181.597587784162,-185.862060141771,-190.072723843054,-194.228173732546,-198.327038568564,-202.367983723925,-206.349713426264,-210.270973149109,-214.130551848324,-217.92728390885,-221.660051199493,-225.327784911052,-228.92946705754,-232.464132306557,-235.930869108881,-239.328821255436,-242.657188704265,-245.915228744428,-249.102256770079,-252.217646813096,-255.260832042899,-258.231305147643,-261.128618262793,-263.952383064179,-266.702270442031,-269.378010161299,-271.979390060103,-274.506255736746,-276.958509359291,-279.336108672373,-281.639066020299,-283.867446060756,-286.021346659552,-288.100679710521,-290.102969173186,-292.006010088426,-293.669754579989,-294.508478668262,-297.144667557219
0,-3.86569614681842,-7.73073198956537,-11.5945043713919,-15.4567357112083,-19.3166575827048,-23.1733146436442,-27.0259171841386,-30.8738686127071,-34.7167120168811,-38.5540374267834,-42.3853589276517,-46.210016731694,-50.0271537990332,-53.8357726731076,-57.6348229696221,-61.4232825576475,-65.2002125051174,-68.9647568219882,-72.7161145064887,-76.4535182494034,-80.1761893261952,-83.8833067337919,-87.5740120383935,-91.247410542073,-94.9025584361099,-98.5385068023077,-102.154285493931,-105.74892917337,-109.321471390328,-112.870954501058,-116.396426032929,-119.896939191021,-123.371554944017,-126.819338492104,-130.239360797843,-133.630698250526,-136.99243265634,-140.32365090607,-143.623445729683,-146.890915964935,-150.125166178608,-153.325309311718,-156.490467211105,-159.619772211675,-162.712371159857,-165.767424584106,-168.784111423416,-171.761630629826,-174.699200755879,-177.596064978135,-180.451488460477,-183.264763621438,-186.035206873481,-188.762161050065,-191.44499637952,-194.083109471136,-196.675923481352,-199.222888852576,-201.723483178596,-204.177211227494,-206.583605569956,-208.942228057105,-211.25266805616,-213.514547473556,-215.727517309958,-217.891258599466,-220.005482647924,-222.069929659524,-224.084342341693,-226.048233288416,-227.958700471714,-229.794457354135,-231.432289988796,-232.391961723827,-234.664402179909
0,-2.903778362083,-5.80716766215329,-8.70983558479563,-11.6114382338845,-14.5115417164265,-17.4096991346653,-20.3055009850898,-23.1985750545132,-26.0885697815373,-28.9751218326116,-31.8578198183794,-34.7361871156046,-37.6096968467044,-40.4778078003863,-43.3399995370082,-46.195788039829,-49.0447186382595,-51.8863430414074,-54.7201974239762,-57.5457819124106,-60.3625588759437,-63.1699657817648,-65.9674247462556,-68.7543513683554,-71.5301878679076,-74.2943756109499,-77.0463796478228,-79.7856630010404,-82.5116918069201,-85.2239166468051,-87.9217767356428,-90.6046956568193,-93.272080958702,-95.9233320108042,-98.5578443048618,-101.175013614582,-103.774241365791,-106.3549371049,-108.916519605157,-111.458416851605,-113.980065950024,-116.480909833358,-118.960396164196,-121.417977065841,-123.853104258269,-126.265233705656,-128.653822055641,-131.018328284533,-133.358217572131,-135.672958542122,-137.962029658604,-140.224915722355,-142.46111420338,-144.670133541937,-146.851494296515,-149.004730848011,-151.129391394047,-153.225037593217,-155.291245165084,-157.327603349628,-159.333714877306,-161.309195337299,-163.253675375691,-165.166797371372,-167.048218768097,-168.897612530094,-170.714666059603,-172.499079527736,-174.250546213629,-175.968521599816,-177.650208012086,-179.276585648115,-180.74345653028,-181.664527713559,-183.558460870732
